微博id,发布者,微博正文,原始图片url,被转发微博原始图片url,是否为原创微博,发布位置,发布时间,发布工具,点赞数,转发数,评论数
JoSReqiIR,布满青苔的小镇,布满青苔的小镇:#尚九熙[超话]#九熙，记得快点把vlog安排上哦！！告诉你个秘诀，少熬夜就不会掉头发，以后记得早点睡！  原图 ,无,无,True,无,2020-10-12 20:51,尚九熙超话,5,0,0
JoSR8so2q,欣清河宴,欣清河宴:#尚九熙[超话]#还好手快，拜拜发完就黑屏了，准时下班的九熙 宜兴市  显示地图 [组图共7张] 原图 ,无,无,True,#尚九熙[超话]#,2020-10-12 20:51,尚九熙超话,4,0,0
JoSQZiR2q,仲夏酒的猫,仲夏酒的猫:#德云斗笑社# #尚九熙直播# 尚熙熙圆寸可真是太好看了，可我就只截出这么一张还算不错的图，只恨直播时间太短，看不够啊  原图 ,无,无,True,无,2020-10-12 20:50,iPad客户端,2,0,0
JoSQp3Lo3,咔叽从不打野,咔叽从不打野:#德云斗笑社##尚九熙直播##尚九熙[超话]#好家伙，我又错过了直播[泪]  ,无,无,True,无,2020-10-12 20:49,vivo X27 4800万三摄,0,0,0
JoSPyEXm3,是谁家的小企鹅呀,是谁家的小企鹅呀:#尚九熙[超话]#我决定去了解一下生发的方法了多发给九熙，万一哪天他就看到了呢是吧  ,无,无,True,无,2020-10-12 20:47,尚九熙超话,1,0,2
JoSP7xcDZ,三彳chi,三彳chi:#尚九熙德云斗笑社# #尚九熙直播# 看完尚老师直播，我想去抚顺，啊啊啊啊啊  原图 ,无,无,True,无,2020-10-12 20:46,HUAWEI Mate30 Pro 5G,1,0,0
JoSOWxSV2,芋圆糖饼,芋圆糖饼:看尚九熙直播就好像是和很久不见的朋友唠闲嗑 跟你讨论发型讨论好吃的讨论喜欢的恐龙讨论想买的手办 溢满了好似挂电话前和你相约下次见面的幸福感  ,无,无,True,无,2020-10-12 20:45,HUAWEI nova 3,4,0,1
JoSOJwHlW,二九是久久Y,二九是久久Y:这哥简直太守时时间一到，丝毫没有留恋的下播了话说，麻辣盆儿是哈#尚九熙德云斗笑社##尚九熙直播#  ,无,无,True,无,2020-10-12 20:45,尚九熙V+,5,0,0
JoSOI8C5l,八茶叶,八茶叶:#尚九熙[超话]#观后感：哔哔哔恐龙，食肉的，对不起九熙我脑子不行[二哈]  ,无,无,True,无,2020-10-12 20:45,尚九熙超话,0,0,0
JoSOoxS5d,初夏_bustling,初夏_bustling:#尚九熙[超话]##尚九熙德云斗笑社# #尚九熙直播# 看完直播啦！半个小时真的好快volg，吃播，tb上新，小园子演出期待一下熙熙直播说的几件小事吧  [组图共2张] 原图 ,无,无,True,无,2020-10-12 20:44,尚九熙超话,2,0,0
JoSO797ML,这辈子注定可爱不起来,这辈子注定可爱不起来:#尚九熙[超话]# 🐧#尚九熙德云斗笑社# 尚九熙也太帅了吧！！！！坐等fashion nine C的vlog坐等painter nine C的一笔画册（你出啥我买啥！）坐等小园子的尚九熙！呜呜呜呜呜呜，能不能每天都直播啊  原图 ,无,无,True,无,2020-10-12 20:43,尚九熙超话,10,0,0
JoSO0CS1x,谂虓琮xixi,谂虓琮xixi:#尚九熙[超话]#🐧 #尚九熙直播# 说到麻辣拌两眼放光的孩子又get到了知识盲点麻辣盆  ,无,无,True,无,2020-10-12 20:43,尚九熙超话,1,0,0
JoSNVm3fQ,bengbengbengbeng跳,bengbengbengbeng跳:#尚九熙[超话]##尚九熙直播# 准点开始准点结束，感觉还没找着就结束了[失望]  ,无,无,True,无,2020-10-12 20:43,尚九熙超话,3,0,0
JoSNVkXrB,阿甘很正啊,阿甘很正啊:#尚九熙[超话]##尚九熙德云断头台# 别问，问就是只截了一张正常版熙熙仔！[doge]面部表情各种丰富😂😂😂 重庆  显示地图 原图 ,无,无,True,#尚九熙德云断头台#,2020-10-12 20:43,尚九熙超话,11,0,7
JoSNmbcyR,谂虓琮xixi,谂虓琮xixi:#尚九熙[超话]#🐧  #尚九熙直播# 可可爱爱没有脑袋  原图 ,无,无,True,无,2020-10-12 20:41,尚九熙超话,1,0,0
JoSNlj3em,木兆念个桃一大念个天,木兆念个桃一大念个天:#尚九熙[超话]#总结一下熙熙的30分钟直播，一开始说昨天九郎喝多了，然后用了十分钟和大林连线，顺便找了个兼职。然后和二哥连线，祝二哥生日快乐，断断续续的网，时不时传来二哥的电音，头发剃了是希望秃了的那一块长出来新头发，（要我说你也是想多了）然后说了恐龙和麻辣拌，以后会多录微唠格，还有这次不会来南京了。8点开始，八点半结束，多一分钟都不行，重点是熙熙掉了好多次线！可能根本没够30分钟！一张截图都没有，这30分钟实在太快了 http://t.cn/RxR5HOg 显示地图 ,无,无,True,http://t.cn/RxR5HOg,2020-10-12 20:41,尚九熙超话,109,2,38
JoSNiDlig,柒柒wuvMarkMG,柒柒wuvMarkMG:没想到直播间还能蹲到大林二哥连线！！！wuli熙熙今晚也有在散发可爱！！！！#尚九熙德云斗笑社##尚九熙德云断头台# 柒柒wuvMarkMG的微博视频  ,无,无,True,无,2020-10-12 20:41,仙女专属Android,1,0,0
JoSN8hT3d,蔓Va草,蔓Va草:#尚九熙[超话]#九熙刚刚好像，看到我发的“充电提示音”了！！！！我真的超级激动。果然，喜欢一个人，就连哪怕是一个猜测，也会激动好久！！！！  ,无,无,True,无,2020-10-12 20:41,尚九熙超话,2,0,0
JoSN5DgLo,酸菜就拌饭,酸菜就拌饭:#尚九熙[超话]#错过直播的姐妹 可以看回放！九熙太可爱了！！！（虽然依旧是个皮孩子有九熙跟小恐龙的故事哦还有九熙录团综的心情还有快乐连线大林和二哥你们值得拥有  原图 ,无,无,True,无,2020-10-12 20:41,尚九熙超话,7,0,2
JoSMSlxOr,灵渡薇,灵渡薇:#尚九熙[超话]#我拜拜刚打一半，这小破孩就下播了请告诉我不是我一个人这样还有图二是九熙喜欢的恐龙大家觉得肿么样#尚九熙直播##尚九熙德云斗笑社#  [组图共2张] 原图 ,无,无,True,无,2020-10-12 20:40,尚九熙超话,84,1,29
JoSMR9DHd,谂虓琮xixi,谂虓琮xixi:#尚九熙[超话]#🐧 #尚九熙直播# 虽然没有听见你聊了啥但知道你一直很开心就够了  原图 ,无,无,True,无,2020-10-12 20:40,尚九熙超话,3,0,0
JoSMLhchd,一只小企鹅呐,一只小企鹅呐:#尚九熙[超话]# 想截尚九熙太困难了 不过怎样都是帅的 要天天开心哟 济南  显示地图 [组图共4张] 原图 ,无,无,True,#尚九熙[超话]#,2020-10-12 20:40,尚九熙超话,70,0,48
JoSMtsSS2,啃西瓜皮的西瓜_,啃西瓜皮的西瓜_:在宿舍看熙熙子直播 三姨在上铺把头伸出来和我一块看熙熙子连线二哥 中途卡死笑得我俩差点被宿舍其他人打出去来让我们把尚九熙宝藏男孩打在公屏上  原图 ,无,无,True,无,2020-10-12 20:39,HUAWEI Mate 20,0,0,0
JoSMf1s4t,喔是怂怂喔,喔是怂怂喔:#尚九熙[超话]##尚九熙直播##尚九熙卡点下播# 崽崽你可太准时了[doge]  ,无,无,True,无,2020-10-12 20:38,尚九熙超话,3,0,0
JoSM6q1fY,星饭娱乐,星饭娱乐:【@尚九熙 直播31分钟完整cut 1080P】#尚九熙直播#官方发布的时长是29:52，我这里是31:19，快来看吧尚九熙：“我在家了，昨天晚上杀青了，我们还举行了庆功宴......不能看我的衣柜，衣柜里藏人呢......尚九熙连线郭麒麟，少班主正在搬家，收拾东西呢......尚九熙连线刘筱亭，刚说高铁上还能连线呢，结果信号掉了......出画册可能还需要等一等......正常的麻辣拌都是酸甜口的，带麻酱的麻辣拌根本就不是我小时候吃过的，我老家还有一个东西叫麻辣盆......” http://t.cn/A6bSGb5j ,无,无,True,无,2020-10-12 20:38,尚九熙超话,1367,498,193
JoSLVhUC8,尚九熙xixixi,尚九熙xixixi:#尚九熙[超话]#九熙是不是直播把自己聊饿了，然后去吃麻辣拌去了[doge]  ,无,无,True,无,2020-10-12 20:38,尚九熙超话,1,0,0
JoSLMoR5e,-呜呜呜呜呜呜仔,-呜呜呜呜呜呜仔:#刘筱亭[超话]#[蛋糕]#德云社刘筱亭1012生日快乐# 刚进去就赶上了九熙和亭亭连线还给亭亭唱了熟悉的生日快乐歌：祝你啊生日快乐～高铁上的亭亭时不时还掉线 八点半现在到南京了吧 -呜呜呜呜呜呜仔的微博视频  ,无,无,True,无,2020-10-12 20:37,刘筱亭超话,195,8,11
JoSLt87yj,今晚见面吗z,今晚见面吗z:#尚九熙[超话]#看了直播，九熙关的也太快了，一分钟都不耽误下班，还有，熙熙剪寸头的原因是因为头秃了，想剪了让他重新长，九熙这里给你个建议和九龙一块去植发去吧，两颗半价哦亲～  ,无,无,True,无,2020-10-12 20:37,尚九熙超话,1,0,0
JoSLjqg68,九制枉凝眉,九制枉凝眉:邀请你们一起吃麻辣拌#尚九熙直播#  原图 ,无,无,True,无,2020-10-12 20:36,无,100,0,21
JoSLh1gOc,嘿啊黑_,嘿啊黑_:#尚九熙[超话]#啊啊我只截拍了一张.一截拍就闪退太难了我.不过真的九熙太可爱了.一提到麻辣拌就来劲啦[吃瓜]  原图 ,无,无,True,无,2020-10-12 20:36,尚九熙超话,3,0,0
JoSLh5E4V,天眼少女阿蕾格ssS,天眼少女阿蕾格ssS:我怀疑九熙这几个图源姐姐都不是东北人哈哈哈哈哈哈哈哈哈  ,无,无,True,无,2020-10-12 20:36,Android,0,0,0
JoSLfkj9t,谂虓琮xixi,谂虓琮xixi:#尚九熙[超话]#🐧 #尚九熙直播# 可可爱爱尚熙熙前二十五分钟完全只看熙熙笑啦，然后就是疯狂截屏老师大发慈悲提前五分钟休息让我赶上个熙熙说拜拜  原图 ,无,无,True,无,2020-10-12 20:36,尚九熙超话,8,0,2
JoSLdvB4d,我可不是什么可爱的姑娘,我可不是什么可爱的姑娘:#尚九熙[超话]##尚九熙直播# 姐妹们真的好乖好棒   感觉大家心里都憋了好久有关9h的所有问题  但是很默契的看着我们熙熙开心的笑  谁都没提  谁都没说出口   真的谢谢熙熙的宝贝们了[心]  ,无,无,True,无,2020-10-12 20:36,尚九熙超话,12,0,3
JoSLclSWQ,zc-simi,zc-simi:#尚九熙[超话]#30分钟太短了呀[失望]九熙宝宝直播圆满结束  ,无,无,True,无,2020-10-12 20:36,尚九熙超话,0,0,0
JoSLbpmqj,PXHLYC_0909,PXHLYC_0909:#尚九熙何九华[超话]#所以，九熙和二哥通话的时候，九华再旁边的吧。 成都  显示地图 ,无,无,True,#尚九熙何九华[超话]#,2020-10-12 20:36,尚九熙何九华超话,11,0,2
JoSLbc86e,好好小姐ing,好好小姐ing:哇哦⊙∀⊙！开心^_^看到九熙的直播啦！话说九熙也太准点了吧，卡点上线，卡点下线，都不多聊一毛钱的嘛  ,无,无,True,无,2020-10-12 20:36,小米6 拍人更美,0,0,0
JoSLbc7BM,知名拖延专家,知名拖延专家:#尚九熙德云斗笑社# 尚老师卡点下播一分钟都不耽误  ,无,无,True,无,2020-10-12 20:36,无,1,0,0
JoSL94MzI,南曦hh,南曦hh:九熙跟二哥通话啦，九华跟他在一起，那么四舍五入等于他俩通话了（我也是想瞎了心）啥也没说，就是祝二哥生日快乐🎂接下来就是一直的卡顿了 邯郸  显示地图 原图 ,无,无,True,无,2020-10-12 20:36,尚九熙何九华超话,28,0,0
JoSKZmSny,龄龙女孩Adalyn,龄龙女孩Adalyn:半个小时 太快了 准时准点 连线大林 到了个上上大林家收拾屋子的活 连线二哥 高铁信号打脸 太有趣了 期待九熙的fashion购物vlog  ,无,无,True,无,2020-10-12 20:35,vivo AI智慧拍照X21,5,0,3
JoSKSbT7T,红颜J小姐,红颜J小姐:#尚九熙[超话]##尚九熙德云断头台##腾讯视频# 我爱豆！全世界最可爱！有点小害羞的古灵精怪！好吧，好吧，抚顺小吃，安排起来！不加麻酱的抚顺麻辣拌！  [组图共3张] 原图 ,无,无,True,无,2020-10-12 20:35,尚九熙超话,59,3,33
JoSKQa1aH,乔柏柏然,乔柏柏然:#尚九熙[超话]#尚.卡点.巨准.九熙  原图 ,无,无,True,无,2020-10-12 20:35,尚九熙超话,5,0,0
JoSKHBS5m,喜晴,喜晴:#熙之郎[超话]#熙熙直播太甜了！！说到昨天团综杀青庆功宴 大家喝酒 小羊喝多了 俩人在回酒店的路上 九郎一直在前面蹲着要背九熙 哈哈哈哈哈哈哈哈这画面太可乐了  ,无,无,True,无,2020-10-12 20:35,熙之郎超话,18,0,0
JoSKHi4Ue,7U1_,7U1_:看九熙直播好开心啊呜呜 接下来就是等16号噜  ,无,无,True,无,2020-10-12 20:35,iPhone XS Max,0,0,0
JoSKHfTQb,JOKER谦嫂,JOKER谦嫂:#尚九熙[超话]#九熙 好好休息 别熬夜 哈尔滨见  [组图共11张] 原图 ,无,无,True,无,2020-10-12 20:35,尚九熙超话,1,0,0
JoSKH1zuB,沁竹沐轩,沁竹沐轩:#尚九熙德云斗笑社# 抚顺麻辣拌推广大使尚九熙 (知道了麻辣盆的存在)  据推广大使所说，加麻酱的麻辣拌都不正宗 准时下班尚九熙 直播一分钟都不多 (下班不积极 思想有问题)  原图 ,无,无,True,无,2020-10-12 20:35,HUAWEI P30 Pro,3,1,7
JoSKGpVSI,从头开始599,从头开始599:啊！1月份封箱没啊，真的好想看到九熙啊  原图 ,无,无,True,无,2020-10-12 20:35,Android,0,0,0
JoSKFuw4E,你不说话我也不说话,你不说话我也不说话:尚·说八点开播就八点开播点·九·说八点半下班就八点半下班·熙就十分钟 跟大林打完电话 我口音就被这大老爷们带跑了#尚九熙[超话]#  原图 ,无,无,True,无,2020-10-12 20:35,iPhone客户端,0,0,0
JoSKB83K2,是庆庆同学吖,是庆庆同学吖:赶上了最后十分钟……还是熟悉的东北话~感觉剪了头发的九熙头发有点少了……弹幕小姐姐们都很好  原图 ,无,无,True,无,2020-10-12 20:34,HUAWEI nova 青春版,1,0,0
JoSKAbw9e,阿甘很正啊,阿甘很正啊:#尚九熙[超话]#唯一一张，新鲜且正常版的熙熙仔！💜💜💜（九熙太好动了，截了太多表情包😂） 重庆  显示地图 原图 ,无,无,True,#尚九熙[超话]#,2020-10-12 20:34,尚九熙超话,9,0,3
JoSKsbJoi,尚老师要开心,尚老师要开心:#尚九熙[超话]##尚九熙德云斗笑社#  臭娃，你直播下的可真快啊！！！不带一丝留恋[doge]#尚九熙直播#  ,无,无,True,无,2020-10-12 20:34,尚九熙超话,3,0,0
JoSKpBwjJ,咖啡不加糖xixixi,咖啡不加糖xixixi:尚.准准时时.九.直播绝不超过一秒钟.熙  原图 ,无,无,True,无,2020-10-12 20:34,无,1,0,0
JoSKmmBbq,谂虓琮xixi,谂虓琮xixi:#尚九熙[超话]##尚九熙直播# 准时上准时下尚老师是真掐点啊  原图 ,无,无,True,无,2020-10-12 20:34,尚九熙超话,1,0,0
JoSKmh5Ol,A-miao啊,A-miao啊:看尚九熙直播，我想家了，这东北大碴子味儿，可太亲切了  ,无,无,True,无,2020-10-12 20:34,磊磊给买的Android,2,0,0
JoSKm0Cd7,中华卖完啦熙熙何何,中华卖完啦熙熙何何:#熙之郎[超话]#九熙直播说昨天仰杨喝大了，回酒店的时候非要背他哈哈哈哈哈哈哈哈哈哈哈哈这是什么趣味  ,无,无,True,无,2020-10-12 20:34,熙之郎超话,8,0,0
JoSKm3Sya,这一副扇面画的水晶宫,这一副扇面画的水晶宫:今晚九熙说那个怼脸拍我发的🙊  ,无,无,True,无,2020-10-12 20:34,荣耀10 AI变色更潮美,3,0,0
JoSKidlOn,种太阳的少年啊,种太阳的少年啊:九熙聊天太有意思了（半个小时过的太快了）  原图 ,无,无,True,无,2020-10-12 20:34,iPad客户端,1,0,0
JoSKe462f,DM48-lnm-MT,DM48-lnm-MT:#尚九熙[超话]#九熙走的好绝情，一分钟不带留的[允悲]  原图 ,无,无,True,无,2020-10-12 20:33,尚九熙超话,3,0,0
JoSKe1RyC,黄杂念在干嘛,黄杂念在干嘛:尚九熙你上播和下播也太快了吧呜呜呜呜我没看够尚九熙你好可爱嗷嗷嗷嗷  ,无,无,True,无,2020-10-12 20:33,🐧Android,2,0,0
JoSKaacF8,微凉薄荷糖Q,微凉薄荷糖Q:#尚九熙[超话]#[鲜花]#尚九熙德云斗笑社# 就半个小时，没有看够啊！期待你尽快回到小园子给我们带来欢乐哦！你喜欢的食肉牛龙  [组图共2张] 原图 ,无,无,True,无,2020-10-12 20:33,尚九熙超话,58,2,20
JoSK7vBr4,灵渡薇,灵渡薇:王九龙直播到点，说再见说了快5分钟尚九熙直播到点，唰一下子就关了~我承认我还没反应过来我哥就下播了我凌乱了#尚九熙直播##尚九熙德云斗笑社#  原图 ,无,无,True,无,2020-10-12 20:33,荣耀20 PRO,37,1,12
JoSK58Q1b,诗凡布凡,诗凡布凡:尚九熙不愧是我喜欢的人 南京是我最喜欢的城市呀～九熙 我们南京见  ,无,无,True,无,2020-10-12 20:33,HUAWEI P30,3,0,0
JoSK2xuO8,贪财的齐齐,贪财的齐齐:👋的很迅速啊也是，可可爱爱尚九熙 ，半个小时直播也很快乐  [组图共2张] 原图 ,无,无,True,无,2020-10-12 20:33,无,0,0,0
JoSK1AZha,MZ橘子糖,MZ橘子糖:看完书待在教室里看九熙直播 /疯狂刷弹幕问他什么时候来南京鸭 /他说他也很喜欢南京这座城市 /这次先跟南京的小伙伴们说声抱歉 /反正我不管我就当他回我的 / 总会见到的 /哈哈哈哈哈哈哈哈 /心情变好了很多继续看书  原图 ,无,无,True,无,2020-10-12 20:33,荣耀8X,0,0,0
JoSK13YxH,佳比小宅女,佳比小宅女:好家伙，我看《打灯谜》差点忘了九熙要直播的事 佳比小宅女的微博视频  ,无,无,True,无,2020-10-12 20:33,荣耀30 Pro 5G,0,0,0
JoSJY4tMw,刘紫琪超瘦,刘紫琪超瘦:啊啊啊啊啊啊啊 错过尚九熙直播了  ,无,无,True,无,2020-10-12 20:33,无,1,0,1
JoSJVbzqT,余瘾ohh,余瘾ohh:我太爱尚九熙了  ,无,无,True,无,2020-10-12 20:33,iPhone客户端,0,0,0
JoSJVasWj,蕙敏_YANGx,蕙敏_YANGx:我看上了尚老师的衣服 要个链接#尚九熙##尚九熙直播#  ,无,无,True,无,2020-10-12 20:33,Android客户端,0,0,0
JoSJUzV7b,壹個顏_yan,壹個顏_yan:#尚九熙[超话]##尚九熙直播# 看完直播，我只想说我十分想念正宗的抚顺麻辣拌  [组图共6张] 原图 ,无,无,True,无,2020-10-12 20:33,尚九熙超话,28,0,12
JoSJSvQLJ,尚九熙的护腰,尚九熙的护腰:九熙宝贝也太可爱了 不过我盼了一整天 咋就直播了半个点！！！ 说好的画册 vlog 上新 一定要说到做到！！多久我都等 熙熙子别熬夜了 注意休息早点睡！！！ 祝你远离脱发烦恼 妈妈爱你@尚九熙  ,无,无,True,无,2020-10-12 20:33,微博国际版,3,0,3
JoSJLo9Ai,灿若星辰LLLL,灿若星辰LLLL:#尚九熙[超话]#九熙真的好准时呀[允悲]  ,无,无,True,无,2020-10-12 20:32,尚九熙超话,0,0,0
JoSJIrVGv,江苏凑崎纱夏,江苏凑崎纱夏:#尚九熙[超话]# 在图书馆急死多亏尚九熙的妈妈们一起帮助我，谢谢九熙的妈妈们熙熙说这次南京来不了了，妈妈会一直在南京等你最后一句，熬夜真的上瘾！  [组图共3张] 原图 ,无,无,True,无,2020-10-12 20:32,尚九熙超话,10,0,3
JoSJI5X8E,是谁家的小企鹅呀,是谁家的小企鹅呀:#尚九熙[超话]#九熙直播很准时关直播也很准时啊呜呜呜呜呜呜呜呜我还想多听他说几句呢  ,无,无,True,无,2020-10-12 20:32,尚九熙超话,4,0,6
JoSJtktHR,留一方净土1107,留一方净土1107:#尚九熙直播# 这个男人，时间观念太强了，一分钟都没有多结束的最干净利索的主播！  原图 ,无,无,True,无,2020-10-12 20:32,HUAWEI P30 Pro,4,0,0
JoSJqrxkZ,青青青青藤色,青青青青藤色:#尚九熙[超话]# 九熙啊啊啊！看见他说话就开心  ,无,无,True,无,2020-10-12 20:32,尚九熙超话,0,0,0
JoSJjm4qw,王某承让了,王某承让了:#尚九熙[超话]#九熙是不是有鼻炎呀[泪]记得去医院看看啊！  ,无,无,True,无,2020-10-12 20:31,尚九熙超话,0,0,0
JoSJiEWhH,isxiaoweia,isxiaoweia:九熙直播也太🉑️了8⃣️！给大林打电话 给二哥打电话 ❤️  ,无,无,True,无,2020-10-12 20:31,德云小公举超话,1,0,0
JoSJhcvEF,天眼少女阿蕾格ssS,天眼少女阿蕾格ssS:#德云斗笑社##尚九熙直播# 我还没看够他就走了！！！😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 #别人模仿不了的是尚九熙#  ,无,无,True,无,2020-10-12 20:31,Android,0,0,0
JoSJg64dd,卡门劳西,卡门劳西:尚.卡点下班.九熙  ,无,无,True,无,2020-10-12 20:31,iPhone客户端,0,0,0
JoSI6x6aD,sindy_123,sindy_123:#尚九熙直播# 无价之蛆！哈哈哈哈哈哈哈哈哈熙熙你赢了！ 南昌  显示地图 原图 ,无,无,True,#尚九熙直播#,2020-10-12 20:28,HUAWEI P40 Pro 5G,3,0,4
JoSHlBozV,一语致胜bot,一语致胜bot:尚九熙直播与郭麒麟连线📞 一语致胜bot的微博视频  ,无,无,True,无,2020-10-12 20:26,德云社超话,1464,41,43
JoSHa2S62,大摩羯li,大摩羯li:刚才看尚九熙直播 给二哥刘筱亭打电话九熙说二哥一个人就能开黑哈哈哈哈哈  ,无,无,True,无,2020-10-12 20:26,栗子壳儿Android,1,0,0
JoSFvskGh,不要香菜多加巧克力,不要香菜多加巧克力:#尚九熙何九华[超话]#（看到这张照片后，快马加鞭做了一个视频）最后一幕华仔仿佛在对九熙说：“看我们的盛世来了❗”（不要骂我总是传递负能量，因为我真的意难平[泪]） 不要香菜多加巧克力的微博视频  ,无,无,True,无,2020-10-12 20:22,尚九熙何九华超话,111,0,13
JoSFsfDSI,DM48-lnm-MT,DM48-lnm-MT:#尚九熙[超话]#九熙要去植发吗？第二颗半价[doge]  原图 ,无,无,True,无,2020-10-12 20:22,尚九熙超话,20,0,6
JoSEMxpuA,叫什么不吃饭L,叫什么不吃饭L:靠忘了九熙直播  ,无,无,True,无,2020-10-12 20:20,HUAWEI P40 5G,0,0,0
JoSDLlC4i,十三鬼乱,十三鬼乱:我看尚九熙直播一直掉线被卡出来不开心。我决定不看了直接等回放。  ,无,无,True,无,2020-10-12 20:18,iPhone 7,0,2,0
JoSDApzvJ,大林崽崽的诸葛钢铁,大林崽崽的诸葛钢铁:#郭麒麟# ｜#尚九熙直播与郭麒麟连线# 尚九熙🐧给大林子打电话📲啦郭老师感冒了要照顾好自己啊😷@郭麒麟 大林崽崽的诸葛钢铁的微博视频  ,无,无,True,无,2020-10-12 20:17,郭麒麟超话,9,0,5
JoSDllphJ,拖拉机的一个轮儿,拖拉机的一个轮儿:“二哥一个人就能开黑，因为二哥长得黑！”#尚九熙德云斗笑社##尚九熙直播#  ,无,无,True,无,2020-10-12 20:17,新版微博 weibo.com,1,0,0
JoSC24OUe,DYS女孩萌萌,DYS女孩萌萌:#德云社周边bot[超话]# 金属徽章了解一下嘛～堂良，九辫儿，亭泰，二爷个人章，字章……还有熙华意难平……最后的纪念[跪了]  [组图共3张] 原图 ,无,无,True,无,2020-10-12 20:13,德云社周边bot超话,2,0,0
JoSBf52xO,DYS女孩萌萌,DYS女孩萌萌:#德云社周边宣传站[超话]# 金属徽章了解一下嘛～堂良，九辫儿，二爷个人章，字章，亭泰……还有熙华意难平…………最后的纪念  [组图共3张] 原图 ,无,无,True,无,2020-10-12 20:11,德云社周边宣传站超话,2,0,2
JoSAm6eoy,想艹哭朴智旻,想艹哭朴智旻:别磕了，这么明显的尴尬看不出来吗？是一方挺高兴啊，能不高兴吗？不要脸的高兴啊，谁能心疼心疼尚九熙，cp超里全是求复合，稍微一点点余地都不可能分，你还以为小孩子过家家？再拉着尚九熙死皮不要脸的磕cp，无视“你们”，无视尚九熙，还有脸吗？还合作就不想被磕，好了分了还求复合，脑子冲马桶了吗？ ,无,无,True,无,2020-10-12 20:09,Android,1,0,0
JoSAhAJ22,I-Icennn,I-Icennn:妈的尚九熙好帅!!!!给我帅没了我爱尚九熙  ,无,无,True,无,2020-10-12 20:09,无,0,0,0
JoSzxAsmp,宁夏李木子,"转发理由:哈哈哈，九熙的画还是抓住了灵魂的！👏//@不约儿童的大松子儿:哈哈哈哈哈周总！我要说相声！  
原始用户: 三里河球霸张大爷
转发内容: #周九良[超话]# 自己上了个shǎi，图源尚九熙他可没说不让二改…… 北京·City Elite  原图 ",无,无,False,无,2020-10-12 20:07,HUAWEI P30 Pro,0,0,0
JoSz39pKG,TEIMOMO,TEIMOMO:九熙是神！！！！！！！！  ,无,无,True,无,2020-10-12 20:06,微博国际版,0,1,0
JoSytkJ19,_一颗小榴莲,_一颗小榴莲:#尚九熙[超话]#哈哈哈哈哈哈完了我在弹幕刷举一反三真的被九熙翻了哈哈哈哈哈哈哈哈哈哈哈哈  ,无,无,True,无,2020-10-12 20:05,尚九熙超话,1,0,0
JoSy4cFjs,苍雪的末世,苍雪的末世:#杨九郎[超话]# 杨九郎你喝多了要背九熙是啥情况  ,无,无,True,无,2020-10-12 20:04,杨九郎超话,0,0,0
JoSy2bSso,流光碎年,流光碎年:一打开九熙的直播就刚好听到说我们杨九郎喝多了闹  ,无,无,True,无,2020-10-12 20:03,微博国际版,0,2,0
JoSxUrvs8,Qinrrrll_,Qinrrrll_:哈哈哈哈哈哈哈哈哈哈杨九郎喝多了非要背九熙  ,无,无,True,无,2020-10-12 20:03,nova7你在焦点在,0,0,0
JoSxPaGFR,腾讯视频德云斗笑社,腾讯视频德云斗笑社:#德云斗笑社##尚九熙直播# 9C@尚九熙 来了来了，不要错过吖http://t.cn/A6bSyBRd  原图 ,无,无,True,无,2020-10-12 20:03,无,2769,35,246
JoSxf5vlP,壹佰本佰,壹佰本佰:九熙：你们写文字下的跟头皮屑一样快哈哈哈哈哈哈哈哈哈救命宝贝子笑死我了  ,无,无,True,无,2020-10-12 20:02,9xixixiAndroid,4,0,0
JoSvWsx4o,胡新忱,胡新忱:#尚九熙德云斗笑社# 为了看尚九熙直播我拒绝了小伙伴的海鲜大餐！！  ,无,无,True,无,2020-10-12 19:58,易烊千玺Android,0,0,0
JoSvJ7vOe,cc虫子c,cc虫子c:#尚九熙[超话]#哎呀呀期待九熙宝贝儿~么么么么 呼伦贝尔  显示地图 原图 ,无,无,True,#尚九熙[超话]#,2020-10-12 19:58,尚九熙超话,0,0,0
JoSvtv18X,天眼少女阿蕾格ssS,天眼少女阿蕾格ssS:灵魂发问：腾讯视频里怎么看尚九熙直播！！！急！！！！！  ,无,无,True,无,2020-10-12 19:57,Android,0,0,0
JoSviA54C,三彳chi,"转发理由:沐浴焚香#尚九熙德云斗笑社# 开始了//@三彳chi:#尚九熙德云斗笑社# #尚九熙德云断头台# #德云斗笑社# 尚老师，吃播和衣帽间可以实现吗  
原始用户: 腾讯视频德云斗笑社
转发内容: #德云斗笑社##尚九熙直播# 你们期待的9C @尚九熙  直播来咯！10月12日晚上8点上@腾讯视频  搜索【尚九熙】，提前关注腾讯视频号，直播不迷路～，赶快来留言想和9C说的话，就有机会被翻牌哦，另外直播发电榜前三名的粉丝，可以获得【尚九熙签名照】福利http://t.cn/A6U76SOI  原图 ",无,无,False,无,2020-10-12 19:57,HUAWEI Mate30 Pro 5G,0,0,0
JoSv75WrK,M芦M的德云女孩,M芦M的德云女孩:#尚九熙[超话]##尚九熙直播# 熙熙我来啦！搬好小板凳坐等上线啦熙熙宝贝的第一次直播啊  原图 ,无,无,True,无,2020-10-12 19:56,尚九熙超话,1,0,2
